Product Name,Quantity,Avg. SP,Curr. SP,Retail Value,Ratio,Department
FC BATON CARROTS 375GX6 375G,3.00,1.69,1.69,5.07,0.00%,Fruit & Veg
FC BLUEBERRY 125G X 12 125G,28.00,2.88,3.00,80.50,0.02%,Fruit & Veg
FC BROC&CAR&CAUL 300GX6 300G,3.00,1.89,1.89,5.67,0.00%,Fruit & Veg
FC BROCC & CAULI 300GX8 300G,5.00,3.00,3.00,15.00,0.00%,Fruit & Veg
FC BROCCOLI CROWN 300G 300G,10.00,1.40,1.59,14.00,0.00%,Fruit & Veg
FC CAR/PARSN & SWEET POT 500G,3.00,2.00,2.00,6.00,0.00%,Fruit & Veg
FC CARROT/CAULI & BROC 550G,10.00,2.00,2.00,20.00,0.00%,Fruit & Veg
FC CARROTS TRAY 400GX12 400G,83.00,1.00,1.00,83.00,0.02%,Fruit & Veg
FC EASY PEEL PUNNET X10 750G,43.00,2.50,2.49,107.50,0.03%,Fruit & Veg
FC FRUIT SALAD CLASSIC 170G,29.00,2.12,1.49,61.43,0.01%,Fruit & Veg
FC GARDEN SALAD BOWL 225G,2.00,2.49,2.49,4.98,0.00%,Fruit & Veg
FC ITALIAN MIXED LEAF 170G,3.00,1.89,1.59,5.67,0.00%,Fruit & Veg
FC KALE & SPINACH LEAF 100G,2.00,1.69,1.99,3.38,0.00%,Fruit & Veg
FC KIWI TRAY 6PK X8 6PK,16.00,2.00,2.00,32.00,0.01%,Fruit & Veg
FC LEEKS & CELERY MIX BOX 500G,11.00,1.00,1.00,11.00,0.00%,Fruit & Veg
FC LETTUCE COS X 6 1,5.00,1.99,1.99,9.95,0.00%,Fruit & Veg
FC MIXED SEEDLESS GRAPE 500G,70.00,3.00,3.13,210.00,0.05%,Fruit & Veg
FC MUSHRM SHAPE/SIZ X 24 200G,23.00,1.00,1.00,23.00,0.01%,Fruit & Veg
FC MUSHROOM 250G X8 250G,40.00,1.50,1.50,60.00,0.01%,Fruit & Veg
FC MUSHROOM SLICE 150GX8 150G,9.00,1.00,2.00,9.00,0.00%,Fruit & Veg
FC ONIONS NET 750G X 28 750G,38.00,1.00,1.00,38.00,0.01%,Fruit & Veg
FC ORANGE TRAY 4PK X12 4PK,5.00,2.00,2.00,10.00,0.00%,Fruit & Veg
FC ORIENTAL STIR FRY 320G,2.00,2.49,2.49,4.98,0.00%,Fruit & Veg
FC PEAR PUNNET 700G X10 700G,24.00,2.00,2.00,48.00,0.01%,Fruit & Veg
FC PEPPERS MIX TRIPK X 10 3PK,56.00,2.00,2.00,112.00,0.03%,Fruit & Veg
FC PINEAPPLE CHUNKS 170G,10.00,2.49,1.49,24.90,0.01%,Fruit & Veg
FC PUNNET PLUMS 500GX14 500G,9.00,2.00,2.00,18.00,0.00%,Fruit & Veg
FC RASPBERRIES 125G X12 125G,5.00,3.00,3.00,15.00,0.00%,Fruit & Veg
FC RED ONIONS NET 500G 500G,38.00,1.00,1.00,38.00,0.01%,Fruit & Veg
FC ROOSTER 10 X 2KG 2KG,93.00,3.00,3.99,279.00,0.07%,Fruit & Veg
FC STRAWBERRY 227G X20 227G,62.00,2.90,3.00,179.50,0.04%,Fruit & Veg
FC SWEET POTATO 750GX10 750G,9.00,2.00,2.00,18.00,0.00%,Fruit & Veg
FC TOMATO CHERRY 250G X 9 250G,9.00,1.39,1.39,12.51,0.00%,Fruit & Veg
FC TOMATO CHERRY 250GX9 250G,34.00,1.79,1.79,60.86,0.01%,Fruit & Veg
FC TOMATOES PP 6PK X10 6PK,35.00,1.79,1.79,62.65,0.01%,Fruit & Veg
FC TOMS VINE PP 450G X5 450G,33.00,2.00,2.00,66.00,0.02%,Fruit & Veg
FC WHOLE LEAF ICEBERG 200G,3.00,1.79,1.89,5.37,0.00%,Fruit & Veg
G GARDEN CHILLI SPICE 80G,1.00,2.49,2.49,2.49,0.00%,Fruit & Veg
GARLIC 3PK X 30 3PK,10.00,1.00,1.00,10.00,0.00%,Fruit & Veg
GRANNY SMITH APPLE,77.00,0.65,0.65,50.05,0.01%,Fruit & Veg
GRAPEFRUIT,12.00,0.69,0.70,8.28,0.00%,Fruit & Veg
KEEL STRAWBERRY 227G X 10 227G,8.00,3.50,3.50,28.00,0.01%,Fruit & Veg
KEOGHS BABY POTATO10X750G 750G,42.00,2.50,2.79,105.00,0.02%,Fruit & Veg
KEOGHS EASY COOK BABY X10 400G,38.00,1.24,1.00,47.00,0.01%,Fruit & Veg
LEMON / LIME,163.00,0.69,0.70,112.47,0.03%,Fruit & Veg
LETTUCE ICEBERG X 10 1,27.00,1.50,1.50,40.50,0.01%,Fruit & Veg
LOOSE EASY PEELERS X30 1,70.00,0.45,0.45,31.50,0.01%,Fruit & Veg
LOOSE PINEAPPLE X9 1,4.00,2.49,2.00,9.96,0.00%,Fruit & Veg
ONIONS PP NETS 1KG,1.00,0.99,0.99,0.99,0.00%,Fruit & Veg
ONIONS PP NETS 1KG,7.00,2.49,1.49,17.43,0.00%,Fruit & Veg
ORANGE,102.00,0.65,0.65,66.30,0.02%,Fruit & Veg
PEARS LOOSE X28 1,65.00,0.65,0.65,42.25,0.01%,Fruit & Veg
PKS ROOSTER 1 X 10KG 10KG,3.00,7.00,12.99,21.00,0.01%,Fruit & Veg
PKS ROOSTER 1 X 5KG 5KG,6.00,6.00,7.99,36.00,0.01%,Fruit & Veg
PROMOTIONAL FLOWER 599 KG,32.00,4.99,5.99,159.68,0.04%,Fruit & Veg
SAM'S SWEET POTATO MICRO 400G,1.00,1.00,1.00,1.00,0.00%,Fruit & Veg
SCALLIONS,37.00,1.20,1.19,44.40,0.01%,Fruit & Veg
SD BROCCOLI & CAULIFLOWER 360G,11.00,2.99,2.99,32.89,0.01%,Fruit & Veg
SINGLE BANANNA,623.00,0.50,0.50,311.50,0.07%,Fruit & Veg
TOMATOES,5.17,3.49,3.49,18.05,0.00%,Fruit & Veg
TURNIP,3.00,1.00,1.00,3.00,0.00%,Fruit & Veg
CC EVERYDAY CARD 1,12.00,5.00,5.00,60.00,0.01%,Greeting Cards
CC EVERYDAY CARD 1,23.00,4.00,4.00,92.00,0.02%,Greeting Cards
CC EVERYDAY CARD 1,255.00,2.70,2.70,688.50,0.16%,Greeting Cards
CC EVERYDAY CARD CODE D 1,110.00,3.65,3.65,401.50,0.09%,Greeting Cards
CC MOTHERS DAY CARD 1,1.00,4.00,4.00,4.00,0.00%,Greeting Cards
CC MOTHERS DAY CARD 1,1.00,5.00,5.00,5.00,0.00%,Greeting Cards
CC MOTHERS'S DAY CODE D 1,1.00,3.65,3.65,3.65,0.00%,Greeting Cards
CC VALENTINES CARD 1,21.00,5.00,5.00,105.00,0.02%,Greeting Cards
CC VALENTINES CARD 1,97.00,4.00,4.00,388.00,0.09%,Greeting Cards
COMMUNION CARD,4.00,3.55,3.55,14.20,0.00%,Greeting Cards
SS STD SIZE CODE U 1,56.00,2.70,2.70,151.20,0.04%,Greeting Cards
ALPEN ORIGINAL,4.00,4.99,5.50,19.96,0.00%,Grocery
AMBROSIA CUSTARD DEV LITE 500G,1.00,2.10,1.94,2.10,0.00%,Grocery
AMBROSIA CUSTARD DEV TET 500GM,4.00,2.19,2.14,8.78,0.00%,Grocery
AMBROSIA LIGHT RICE 150GMS,2.00,0.89,0.89,1.78,0.00%,Grocery
AMBROSIA POT BANANA 150GMS,1.00,0.89,0.89,0.89,0.00%,Grocery
AMBROSIA POT CUSTARD 150GMS,9.00,0.95,0.95,8.55,0.00%,Grocery
AMBROSIA POT STRAWBERRY 120GMS,1.00,0.65,0.65,0.65,0.00%,Grocery
AMBROSIA RICE CREAMED 400G 12,8.00,1.55,1.55,12.40,0.00%,Grocery
AMOY SOY SAUCE DARK 150ML,1.00,1.75,1.75,1.75,0.00%,Grocery
B CROCKER BROWNIE MIX 415G,1.00,4.15,4.15,4.15,0.00%,Grocery
BALLYMALOE CTY RELISH 310G,1.00,4.25,4.25,4.25,0.00%,Grocery
BALLYMALOE CTY RELISH SQ 350G,1.00,4.85,4.85,4.85,0.00%,Grocery
BARRYS GREENTEA &LEM 40'S 40'S,1.00,3.28,3.28,3.28,0.00%,Grocery
BAT BEANS 420G 4 PACK 4X420G,4.00,4.30,4.30,17.20,0.00%,Grocery
BAT BEANS HANDY 225GX3PK 3X225,12.00,2.95,2.95,35.40,0.01%,Grocery
BAT BEANS IN TOM SAUCE 225G,15.00,1.00,1.00,15.00,0.00%,Grocery
BAT BEANS IN TOM SAUCE 420G,39.00,1.10,1.10,42.90,0.01%,Grocery
BAT BEANS RED KIDNEY 225G,9.00,0.95,0.95,8.55,0.00%,Grocery
BAT BEANS RED KIDNEY 400G,5.00,1.90,1.90,9.50,0.00%,Grocery
BAT PEAS CHICK 225G 225G,5.00,0.95,0.95,4.75,0.00%,Grocery
BAT PEAS MARROWFAT CAN 420G,3.00,1.40,1.40,4.20,0.00%,Grocery
BAT PEAS MUSHY 420G 420G,5.00,1.25,1.40,6.25,0.00%,Grocery
BAT PEAS PROCESSED 420G,12.00,1.10,1.08,13.20,0.00%,Grocery
BAT PEAS&CARROTS 400G,2.00,1.45,1.40,2.90,0.00%,Grocery
BAX SOUP CR OF CHICKEN 400G,7.00,1.79,1.79,12.53,0.00%,Grocery
BAX SOUP CR OF TOMATO 400G,10.00,1.79,1.79,17.90,0.00%,Grocery
BAX SOUP OXTAIL 400G,7.00,1.75,1.79,12.25,0.00%,Grocery
BEER MUSTARD RL 277G,4.00,1.45,1.45,5.80,0.00%,Grocery
BIRDS CUSTARD POWDER TIN 300G,1.00,1.99,1.99,1.99,0.00%,Grocery
BIRDS CUSTARD RTS ORIGINA 500G,6.00,2.78,2.78,16.68,0.00%,Grocery
BISTO BEST ORIGINAL 200GMS,1.00,2.79,2.79,2.79,0.00%,Grocery
BISTO GRANULES ORIGINAL 170G,20.00,2.45,2.45,49.00,0.01%,Grocery
BISTO GRANULES ORIGINAL 350G,1.00,4.15,4.15,4.15,0.00%,Grocery
BISTO POWDER PACKET 200G 200G,1.00,2.25,2.25,2.25,0.00%,Grocery
BLACK PEPPER W/ GRINDER 40G,5.00,1.49,1.49,7.45,0.00%,Grocery
BLUE D COCONUT MILK 400ML,12.00,2.27,2.39,27.24,0.01%,Grocery
BLUE D DIP SWT CHILLI 190ML,5.00,2.62,2.62,13.10,0.00%,Grocery
BLUE D NOODLE EGG MED 300G,2.00,3.39,3.39,6.78,0.00%,Grocery
BLUE D SAUCE OYSTER 150ML,2.00,4.15,4.15,8.30,0.00%,Grocery
BLUE D STIR FRY BLCKBEAN 120G,4.00,1.30,1.30,5.20,0.00%,Grocery
BLUE D STIR FRY SZECHAUN 120G,2.00,1.25,1.30,2.50,0.00%,Grocery
BOYNE V HONEY PURE JAR 340G,6.00,3.85,3.85,23.10,0.01%,Grocery
BOYNE V HONEY SQUEEZY 500G,16.00,4.95,4.95,79.20,0.02%,Grocery
C&B BRANSTON PICKLE ORIG 360G,1.00,2.59,2.59,2.59,0.00%,Grocery
CANDEREL TABS 100'S 100'S,1.00,2.55,2.55,2.55,0.00%,Grocery
CAPPUCCINO MOKATE VANILLA 110G,6.00,1.00,1.00,6.00,0.00%,Grocery
CARNATION CARAMEL 397G,1.00,3.35,3.35,3.35,0.00%,Grocery
CHEF BEETROOT SLICED 350G,2.00,2.09,2.09,4.18,0.00%,Grocery
CHEF SAUCE BROWN SQUEEZ 485G,6.00,3.75,3.75,22.50,0.01%,Grocery
CHEF TOMATO KET SQUEEZY 490G,5.00,3.20,3.20,16.00,0.00%,Grocery
CHEF VINEGAR MALT BROWN 284ML,2.00,1.30,1.30,2.60,0.00%,Grocery
CHEF VINEGAR WHITE 284ML,4.00,1.30,1.30,5.20,0.00%,Grocery
CHIV JAM RASPBERRY 370G,5.00,2.89,2.89,14.45,0.00%,Grocery
CHIV JAM STRAWBERRY 370G,12.00,2.99,2.99,35.88,0.01%,Grocery
CHIV JELLY RASPBERRY 135G,2.00,1.20,1.20,2.40,0.00%,Grocery
CHIV JELLY STRAWBERRY 135GMS,3.00,1.20,1.20,3.60,0.00%,Grocery
COL MUSTARD ENGLISH 100G,2.00,1.75,1.75,3.50,0.00%,Grocery
COL MUSTARD ENGLISH 170G,4.00,2.72,2.72,10.88,0.00%,Grocery
COL MUSTARD ENGLISH TUBE 50G,3.00,1.45,1.45,4.35,0.00%,Grocery
COL SAUCE APPLE 150ML,4.00,1.29,1.29,5.16,0.00%,Grocery
COL SAUCE MINT 150ML,2.00,1.29,1.29,2.58,0.00%,Grocery
COL SAUCE SEAFOOD 150ML,2.00,1.45,1.45,2.90,0.00%,Grocery
COL SAUCE TARTARE 150ML,1.00,1.09,1.29,1.09,0.00%,Grocery
CRISP N DRY VEG OIL 1LT,3.00,3.29,3.29,9.87,0.00%,Grocery
DANONE ACTIVIA 00 SBERRY 4X120,6.00,2.99,2.99,17.94,0.00%,Grocery
DELMONT PINE SLICE 432G,7.00,1.79,1.79,12.53,0.00%,Grocery
DOL EXP BOL ORIGINAL 170G,5.00,2.20,2.20,11.00,0.00%,Grocery
DORITOS DIP MILD SALSA 300G,6.00,2.83,3.00,17.00,0.00%,Grocery
EL PASO JALAPENOS GREEN 215G,5.00,2.79,2.79,13.95,0.00%,Grocery
EL PASO KIT ENCHILADA 663G,1.00,5.23,5.23,5.23,0.00%,Grocery
EL PASO REFRIED BEANS 435G,4.00,2.89,2.89,11.56,0.00%,Grocery
EL PASO SAUCE FAJITA MILD 340G,1.00,3.44,3.44,3.44,0.00%,Grocery
EL PASO SEASONING FAJITA 35G,12.00,1.45,1.45,17.40,0.00%,Grocery
EL PASO SOFT TACOS SNS 193G,2.00,2.75,2.75,5.50,0.00%,Grocery
EL PASO TACO SHELLS 156G,2.00,3.09,3.29,6.18,0.00%,Grocery
ELLAS KIT BEEF STEW & PUD 130G,6.00,1.99,1.99,11.94,0.00%,Grocery
ERIN GRAVY RICH ORIGINAL 25G,8.00,1.05,1.05,8.40,0.00%,Grocery
ERIN HOTCUP OXTAIL 4PK 48G,15.00,1.96,1.96,29.40,0.01%,Grocery
ERIN MARROWFAT NO SOAK 100G,10.00,1.77,1.77,17.70,0.00%,Grocery
ERIN MEALMIX BEEF CASSERO 45G,3.00,2.10,2.10,6.30,0.00%,Grocery
ERIN MEALMIX COUNTRY STEW 39G,4.00,2.10,2.10,8.40,0.00%,Grocery
ERIN MEALMIX SHEPERDS PIE 28G,1.00,2.25,2.25,2.25,0.00%,Grocery
ERIN SAUCE SACH CURRY 44G,5.00,1.15,1.15,5.75,0.00%,Grocery
ERIN SAV RICE CURRY 115G,6.00,2.55,2.55,15.30,0.00%,Grocery
ERIN SOUP CR OF CHICKEN 295GMS,11.00,1.59,1.60,17.49,0.00%,Grocery
ERIN SOUP CR OF MUSHROOM 295GM,6.00,1.59,1.60,9.54,0.00%,Grocery
ERIN SOUPFULL BEEF&VEG 400G,10.00,3.25,3.25,32.50,0.01%,Grocery
ERIN SOUPFULL HARVEST VEG 400G,8.00,3.12,3.12,24.96,0.01%,Grocery
FF MANGO 30G,5.00,1.00,1.00,5.00,0.00%,Grocery
FF THAI CASHEWS 30G,2.00,1.00,1.00,2.00,0.00%,Grocery
FLORA SUNFLOWER OIL 1LT,8.00,3.60,3.75,28.80,0.01%,Grocery
FRAGATA OLIVES 200G,2.00,0.85,0.85,1.70,0.00%,Grocery
FRYLIGHT OLIVE OIL SPRAY 190ML,2.00,4.35,4.35,8.70,0.00%,Grocery
FRYLIGHT SUN OIL SPRAY 190ML,1.00,4.35,4.35,4.35,0.00%,Grocery
GEM BREAD SODA 500G,6.00,1.05,1.05,6.30,0.00%,Grocery
GEM CORNFLOUR 500G,5.00,1.30,1.30,6.50,0.00%,Grocery
GEM RAISINS 375G,17.00,1.86,1.86,31.62,0.01%,Grocery
GEM SUGAR BROWN DARK SOFT 500G,8.00,1.45,1.45,11.60,0.00%,Grocery
GEM SUGAR GRANULATED 1KG,64.00,1.39,1.39,88.96,0.02%,Grocery
GEM WALNUTS 100G,2.00,2.30,2.30,4.60,0.00%,Grocery
GOODALL ALLSPICE GROUND 25GMS,1.00,2.35,2.35,2.35,0.00%,Grocery
GOODALL CINNAMON GROUND 34GMS,1.00,2.35,2.35,2.35,0.00%,Grocery
GOODALL CLOVES WHOLE 32GMS,1.00,3.30,3.30,3.30,0.00%,Grocery
GOODALL ESSENCE VANILLA 25ML,6.00,2.25,2.72,13.50,0.00%,Grocery
GOODALL HERBS MIXED TALL 25GMS,1.00,2.49,2.49,2.49,0.00%,Grocery
GOODALL PARSLEY TALL 20GMS,1.00,2.59,2.59,2.59,0.00%,Grocery
GOODALL PARSLEY TALL 25GMS  1,1.00,2.75,2.75,2.75,0.00%,Grocery
GOODALL SAUCE SOY ORIG 125ML,9.00,2.19,2.45,19.71,0.00%,Grocery
GOODALL SPICE MIXED GRND 28GMS,1.00,2.14,2.14,2.14,0.00%,Grocery
GOODALL YORKSHIRE RELISH 125ML,1.00,2.25,2.25,2.25,0.00%,Grocery
GR GIANT CORN NIBLETS 198G,7.00,1.15,1.15,8.05,0.00%,Grocery
GR GIANT CORN NIBLETS 340G,4.00,1.65,1.65,6.60,0.00%,Grocery
GR GIANT NIBBLET&PEPPERS 198G,7.00,1.19,1.19,8.33,0.00%,Grocery
GRATKA GOULASH 300G,4.00,1.50,1.50,6.00,0.00%,Grocery
HEINZ BAKED BEANS 415G,32.00,1.35,1.35,43.20,0.01%,Grocery
HEINZ BEANS SNAP POT 4X200G,5.00,3.60,3.60,18.00,0.00%,Grocery
HEINZ HOOPS SNAP POT 4X190G 6,8.00,3.60,3.60,28.80,0.01%,Grocery
HEINZ MUM CAR SW POTATO 120G,2.00,1.20,1.20,2.40,0.00%,Grocery
HEINZ SPAGHETTI HOOPS 400G,13.00,1.35,1.35,17.55,0.00%,Grocery
HEINZ SPAGHETTI STRAIGHT 400G,5.00,1.35,1.35,6.75,0.00%,Grocery
HEINZ TOM KETCHUP BTL 342G,2.00,2.49,2.49,4.98,0.00%,Grocery
HEINZ TOM KETCHUP STD 570G,2.00,2.89,3.39,5.78,0.00%,Grocery
HEINZ TOM KETCHUP TOPDOWN 460G,33.00,2.95,2.95,97.35,0.02%,Grocery
HELL DR LUX 1000 ISLAND 235ML,4.00,2.19,2.19,8.76,0.00%,Grocery
HELL DR LUX CAESAR 235ML,5.00,2.19,2.19,10.95,0.00%,Grocery
HELL DR LUX FRENCH 235ML,1.00,2.19,2.19,2.19,0.00%,Grocery
HELL DR VINAIGRETTE LIGHT 235M,2.00,2.20,2.20,4.40,0.00%,Grocery
HELL MAYO CHILLI SQUEEZY 250G,4.00,2.73,2.73,10.92,0.00%,Grocery
HELL MAYO GARLIC SQUEEZY 250ML,5.00,2.73,2.73,13.65,0.00%,Grocery
HELL MAYO LIGHT SQZY430ML 430M,3.00,3.39,3.39,10.17,0.00%,Grocery
HELL MAYO REAL SQZY 430ML 430M,10.00,3.39,3.39,33.90,0.01%,Grocery
HELL MAYONNAISE LIGHT 200G,1.00,2.51,2.51,2.51,0.00%,Grocery
HELL MAYONNAISE LIGHT 400G,3.00,3.25,1.69,9.75,0.00%,Grocery
HELL MAYONNAISE REAL 200G,7.00,2.51,2.51,17.57,0.00%,Grocery
HELL MAYONNAISE REAL 400G,5.00,3.25,1.69,16.25,0.00%,Grocery
HERMESETAS 300'S,3.00,2.35,2.35,7.05,0.00%,Grocery
HP SAUCE BROWN SQUEEZY 425G,5.00,3.45,3.45,17.25,0.00%,Grocery
JIF LEMON JUICE SQUEEZY 55ML,41.00,0.97,1.00,39.86,0.01%,Grocery
JW ANCHOVIES FLAT 50G,1.00,2.47,2.47,2.47,0.00%,Grocery
JW MACKEREL FILLET OIL 125G,5.00,1.79,1.79,8.95,0.00%,Grocery
JW SALMON PINK 213G,5.00,3.29,4.10,16.45,0.00%,Grocery
JW SALMON RED 105G 105G,5.00,4.55,4.55,22.75,0.01%,Grocery
JW SARDINES IN BRINE 120G,2.00,1.30,1.30,2.60,0.00%,Grocery
JW SARDINES IN TOMATO 120G,11.00,1.30,1.30,14.30,0.00%,Grocery
JW TUNA CHILLI&GARLIC INF 80G,1.00,2.50,2.50,2.50,0.00%,Grocery
JW TUNA LL FRENCH STYLE 220G,1.00,3.69,4.10,3.69,0.00%,Grocery
JW TUNA LL MEDITERRANEAN 220G,1.00,3.99,4.10,3.99,0.00%,Grocery
JW TUNA POUCH FRENCH DRES 85G,2.00,2.65,2.80,5.30,0.00%,Grocery
JW TUNA POUCH LIME BL PEP 85G,1.00,2.65,2.80,2.65,0.00%,Grocery
JW TUNA POUCH TOMATO&HERB 85G,8.00,2.65,2.80,21.20,0.01%,Grocery
JW TUNA STEAK BRI NODRAIN 120G,17.00,2.79,2.79,47.43,0.01%,Grocery
JW TUNA STEAK IN BRINE 80G  12,5.00,1.85,1.85,9.25,0.00%,Grocery
JW TUNA STM POT CHIL GARL 150G,2.00,3.49,3.49,6.98,0.00%,Grocery
KELL COCO POPS 295G BAG 295G,8.00,3.00,3.00,24.00,0.01%,Grocery
KELL COCO POPS 510G 510G,9.00,4.35,4.65,39.15,0.01%,Grocery
KELL SPECIAL K,46.00,2.09,3.84,96.00,0.02%,Grocery
KNORR AROMAT MEAT SPRINK 85G,1.00,2.69,2.69,2.69,0.00%,Grocery
KNORR AROMAT REG SPRINKLE 90G,4.00,2.59,2.59,10.36,0.00%,Grocery
KNORR CR SAUCE PEPPER 38G,22.00,1.55,1.55,34.10,0.01%,Grocery
KNORR CUBE BEEF 8PK 80G,3.00,2.24,2.24,6.72,0.00%,Grocery
KNORR CUBE CHICKEN 8PK 80G,9.00,2.45,2.45,22.05,0.01%,Grocery
KNORR CUBE VEG 8PK 80G,1.00,2.45,2.45,2.45,0.00%,Grocery
KNORR GRAVY POT CHICK 4'S 112G,2.00,2.95,2.95,5.90,0.00%,Grocery
KNORR GRAVY SAVOURY DRUM 185G,7.00,3.45,3.45,24.15,0.01%,Grocery
KNORR MASHED POTATO 8SER 204G,3.00,2.25,2.25,6.75,0.00%,Grocery
KNORR MMAKER BEEF CASS 48G,4.00,1.85,1.85,7.40,0.00%,Grocery
KNORR MMAKER CHICK CASS 48G,5.00,1.85,1.85,9.25,0.00%,Grocery
KNORR MMAKER CHILLI 50G,8.00,1.85,1.85,14.80,0.00%,Grocery
KNORR MMAKER CTRY STEW 41G,11.00,1.85,1.85,20.35,0.00%,Grocery
KNORR MMAKER SAV MINCE 46G,3.00,1.85,1.85,5.55,0.00%,Grocery
KNORR MMAKER SHEPHERD PIE 42G,5.00,1.85,1.85,9.25,0.00%,Grocery
KNORR PASTARIA BOLOGNESE 160G,6.00,2.65,2.65,15.90,0.00%,Grocery
KNORR PASTARIA CARBONARA 155G,7.00,2.65,2.65,18.55,0.00%,Grocery
KNORR PASTARIA MUSHROOM 150G,5.00,2.65,2.65,13.25,0.00%,Grocery
KNORR PASTARIA NAPOLITANA 160G,2.00,2.65,2.65,5.30,0.00%,Grocery
KNORR PASTARIA PARMESANA 163G,8.00,2.65,2.65,21.20,0.01%,Grocery
KNORR QK LUN CARBONARA 71G,10.00,2.42,2.45,24.20,0.01%,Grocery
KNORR QK LUN CURRY RICE 87G,19.00,2.35,2.45,44.60,0.01%,Grocery
KNORR QK LUN SPAG BOLOG 68G,9.00,2.45,2.45,22.05,0.01%,Grocery
KNORR QK SOUP BEEF VEG 3 60G 3,26.00,1.23,1.89,31.95,0.01%,Grocery
KNORR QK SOUP CHIC NDLE 3 54G,7.00,1.11,1.89,7.75,0.00%,Grocery
KNORR QK SOUP CHIC VEG3PK 60G,21.00,1.16,1.89,24.40,0.01%,Grocery
KNORR QK SOUP CR VEG CROU 69G,27.00,1.08,1.89,29.07,0.01%,Grocery
KNORR QK SOUP GOLD VEG3PK 66G,25.00,1.49,1.89,37.37,0.01%,Grocery
KNORR QK SOUP MUSH HAM 3 66G 3,3.00,1.74,1.89,5.23,0.00%,Grocery
KNORR QK SOUP MUSHROOM 3 63G 3,8.00,1.07,1.89,8.59,0.00%,Grocery
KNORR QK SOUP OXTAIL 3PK 45G 3,8.00,1.75,1.89,14.00,0.00%,Grocery
KNORR QK SOUP TOMATO 3PK 72G 3,22.00,1.59,1.89,34.98,0.01%,Grocery
KNORR SAUCE CHEESE 33G,4.00,1.05,1.05,4.20,0.00%,Grocery
KNORR SAUCE CURRY FRUITY 520G,1.00,2.75,2.75,2.75,0.00%,Grocery
KNORR SAUCE CURRY HOT 45G,6.00,1.05,1.05,6.30,0.00%,Grocery
KNORR SAUCE CURRY HOT 500G,3.00,2.85,2.85,8.55,0.00%,Grocery
KNORR SAUCE CURRY MED 47G,5.00,1.05,1.05,5.25,0.00%,Grocery
KNORR SAUCE CURRY MILD 500G,3.00,2.85,2.85,8.55,0.00%,Grocery
KNORR SAUCE CURRY SPICY 500G,1.00,2.85,2.85,2.85,0.00%,Grocery
KNORR SAUCE MUSHROOM 24G,6.00,1.05,1.05,6.30,0.00%,Grocery
KNORR SAUCE PARSLEY 20G,5.00,1.05,1.05,5.25,0.00%,Grocery
KNORR SAUCE WHITE 25G,7.00,1.05,1.05,7.35,0.00%,Grocery
KNORR SOUP BEEF&VEG 60G,10.00,1.40,1.45,14.00,0.00%,Grocery
KNORR SOUP CNTRY VEG RH 390GM,3.00,2.65,2.65,7.95,0.00%,Grocery
KNORR SOUP CR OF CHICKEN 51G,9.00,1.35,1.45,12.15,0.00%,Grocery
KNORR SOUP FARM VEG 74G,4.00,1.45,1.45,5.80,0.00%,Grocery
KNORR SOUP MUSHROOM 59G,5.00,1.40,1.40,7.00,0.00%,Grocery
KNORR SOUP OXTAIL 60G,36.00,1.45,1.45,52.20,0.01%,Grocery
KNORR SOUP POTATO LEEK RH 390G,3.00,2.65,2.65,7.95,0.00%,Grocery
KNORR SOUP SPICY TOM RH 390G,4.00,2.65,2.65,10.60,0.00%,Grocery
KNORR SOUP TH CHICKEN 62G,2.00,1.40,1.40,2.80,0.00%,Grocery
KNORR SOUP TOMATO 86G,6.00,1.30,1.45,7.80,0.00%,Grocery
KNORR SOUP TOMATO WITH PASTA,10.00,0.75,0.75,7.50,0.00%,Grocery
KNORR SOUP WILD M/ROOM RH 390G,9.00,2.65,2.65,23.85,0.01%,Grocery
KNORR STOCKPOT BEEF 4'S 4X28G,6.00,2.65,2.65,15.90,0.00%,Grocery
KNORR STOCKPOT CHICKN 4'S 4X28,4.00,2.65,2.65,10.60,0.00%,Grocery
KOKA NOODLES CHICKEN 4PK 4X85G,19.00,3.79,4.05,72.01,0.02%,Grocery
KOKA POT NOODLES CHICKEN 70G,59.00,1.65,1.80,97.35,0.02%,Grocery
KOKA POT NOODLES CURRY 70G,58.00,1.65,1.80,95.70,0.02%,Grocery
KOKA POT NOODLES MUSHROO 70G,22.00,1.47,1.80,32.34,0.01%,Grocery
KUCHAREK POWDER SEASONING 200G,3.00,0.99,0.99,2.97,0.00%,Grocery
KUHNE GHERKIN WHOLE 330G,5.00,2.48,2.60,12.40,0.00%,Grocery
KUHNE ONIONS PICKLED 330GM,2.00,2.20,2.20,4.40,0.00%,Grocery
KYLEMORE ABBEY BLACKURRANT JAM,7.00,2.50,2.50,17.50,0.00%,Grocery
KYLEMORE ABBEY STRAWBERRY JAM,17.00,2.50,2.50,42.50,0.01%,Grocery
LEA&PERRIN SCE WORCESTER 150ML,2.00,2.35,2.35,4.70,0.00%,Grocery
LITTLE CHIP NO PEEL 454G,2.00,3.20,3.20,6.40,0.00%,Grocery
LO SALT DRUMS 350G,1.00,3.29,3.29,3.29,0.00%,Grocery
LUSTRE FR COCKTAIL JUICE 410G,1.00,1.98,1.98,1.98,0.00%,Grocery
LUSTRE PEAR HALVES JUICE 410G,6.00,1.94,1.94,11.64,0.00%,Grocery
